CASE NO,alt_kft,Re_L,M_inf,alpha_deg,beta_deg,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3
210,11.86,431500000.0,0.3132,16.96,0.0,121.6,180.8,480.2,1000.0,843.8,241.5,86.2,54.46,40.34,29.65
211,34.92,268600000.0,0.2476,-0.4517,0.0,121.6,180.8,480.2,1000.0,843.8,241.5,86.2,54.46,40.34,29.65
212,39.71,169600000.0,0.07004,3.501,0.0,121.6,180.8,480.2,1000.0,843.8,241.5,86.2,54.46,40.34,29.65
213,30.89,103400000.0,0.1245,12.2,0.0,121.6,180.8,480.2,1000.0,843.8,241.5,86.2,54.46,40.34,29.65
214,26.83,240300000.0,0.421,8.573,0.0,121.6,180.8,480.2,1000.0,843.8,241.5,86.2,54.46,40.34,29.65
215,12.71,360600000.0,0.1549,18.38,0.0,121.6,180.8,480.2,1000.0,843.8,241.5,86.2,54.46,40.34,29.65
216,7.878,8488000.0,0.4057,14.08,0.0,121.6,180.8,480.2,1000.0,843.8,241.5,86.2,54.46,40.34,29.65
217,16.81,61820000.0,0.4998,-3.778,0.0,121.6,180.8,480.2,1000.0,843.8,241.5,86.2,54.46,40.34,29.65
218,20.69,481300000.0,0.3594,3.032,0.0,121.6,180.8,480.2,1000.0,843.8,241.5,86.2,54.46,40.34,29.65
219,0.2532,322500000.0,0.2238,7.015,0.0,121.6,180.8,480.2,1000.0,843.8,241.5,86.2,54.46,40.34,29.65
220,29.22,306300000.0,0.07453,12.41,0.0,158.6,78.43,207.8,1000.0,588.5,211.4,62.79,58.95,47.79,38.85
221,21.5,444200000.0,0.1985,15.84,0.0,158.6,78.43,207.8,1000.0,588.5,211.4,62.79,58.95,47.79,38.85
222,19.64,476800000.0,0.1563,3.407,0.0,158.6,78.43,207.8,1000.0,588.5,211.4,62.79,58.95,47.79,38.85
223,7.286,237700000.0,0.2933,-1.989,0.0,158.6,78.43,207.8,1000.0,588.5,211.4,62.79,58.95,47.79,38.85
224,12.51,387700000.0,0.3826,10.34,0.0,158.6,78.43,207.8,1000.0,588.5,211.4,62.79,58.95,47.79,38.85
225,32.62,165000000.0,0.1306,19.14,0.0,158.6,78.43,207.8,1000.0,588.5,211.4,62.79,58.95,47.79,38.85
226,27.71,95260000.0,0.2409,-0.03407,0.0,158.6,78.43,207.8,1000.0,588.5,211.4,62.79,58.95,47.79,38.85
227,38.11,46880000.0,0.3463,2.738,0.0,158.6,78.43,207.8,1000.0,588.5,211.4,62.79,58.95,47.79,38.85
228,2.408,118200000.0,0.4643,12.99,0.0,158.6,78.43,207.8,1000.0,588.5,211.4,62.79,58.95,47.79,38.85
229,10.66,283900000.0,0.4103,5.718,0.0,158.6,78.43,207.8,1000.0,588.5,211.4,62.79,58.95,47.79,38.85
230,8.801,489500000.0,0.236,1.572,0.0,102.0,157.9,476.7,1000.0,764.3,232.7,68.56,41.47,41.02,38.02
231,1.058,408100000.0,0.4452,19.71,0.0,102.0,157.9,476.7,1000.0,764.3,232.7,68.56,41.47,41.02,38.02
232,35.01,282100000.0,0.06755,5.03,0.0,102.0,157.9,476.7,1000.0,764.3,232.7,68.56,41.47,41.02,38.02
233,20.46,384000000.0,0.1356,12.12,0.0,102.0,157.9,476.7,1000.0,764.3,232.7,68.56,41.47,41.02,38.02
234,18.92,170200000.0,0.4037,8.334,0.0,102.0,157.9,476.7,1000.0,764.3,232.7,68.56,41.47,41.02,38.02
235,26.06,319900000.0,0.1482,-1.118,0.0,102.0,157.9,476.7,1000.0,764.3,232.7,68.56,41.47,41.02,38.02
236,13.87,42710000.0,0.2921,-3.936,0.0,102.0,157.9,476.7,1000.0,764.3,232.7,68.56,41.47,41.02,38.02
237,28.95,113400000.0,0.3545,16.17,0.0,102.0,157.9,476.7,1000.0,764.3,232.7,68.56,41.47,41.02,38.02
238,5.716,93630000.0,0.1957,13.92,0.0,102.0,157.9,476.7,1000.0,764.3,232.7,68.56,41.47,41.02,38.02
239,36.45,229400000.0,0.4955,7.601,0.0,102.0,157.9,476.7,1000.0,764.3,232.7,68.56,41.47,41.02,38.02
240,36.06,17680000.0,0.1065,-0.5548,0.0,153.5,68.58,436.6,1000.0,594.3,248.9,61.82,55.92,43.87,39.97
241,3.506,244700000.0,0.4169,15.29,0.0,153.5,68.58,436.6,1000.0,594.3,248.9,61.82,55.92,43.87,39.97
242,26.35,378900000.0,0.4734,13.65,0.0,153.5,68.58,436.6,1000.0,594.3,248.9,61.82,55.92,43.87,39.97
243,29.37,447200000.0,0.407,3.028,0.0,153.5,68.58,436.6,1000.0,594.3,248.9,61.82,55.92,43.87,39.97
244,21.42,470200000.0,0.345,9.147,0.0,153.5,68.58,436.6,1000.0,594.3,248.9,61.82,55.92,43.87,39.97
245,14.11,78550000.0,0.2192,10.76,0.0,153.5,68.58,436.6,1000.0,594.3,248.9,61.82,55.92,43.87,39.97
246,10.34,105300000.0,0.2574,18.37,0.0,153.5,68.58,436.6,1000.0,594.3,248.9,61.82,55.92,43.87,39.97
247,32.4,286200000.0,0.1427,5.373,0.0,153.5,68.58,436.6,1000.0,594.3,248.9,61.82,55.92,43.87,39.97
248,6.715,166400000.0,0.2998,-3.995,0.0,153.5,68.58,436.6,1000.0,594.3,248.9,61.82,55.92,43.87,39.97
249,17.1,330500000.0,0.08164,7.649,0.0,153.5,68.58,436.6,1000.0,594.3,248.9,61.82,55.92,43.87,39.97
250,12.49,450900000.0,0.3387,19.49,0.0,138.1,84.73,251.7,1000.0,796.8,276.7,74.79,51.7,52.18,35.04
251,24.06,26290000.0,0.2462,-3.939,0.0,138.1,84.73,251.7,1000.0,796.8,276.7,74.79,51.7,52.18,35.04
252,22.53,343400000.0,0.08207,5.093,0.0,138.1,84.73,251.7,1000.0,796.8,276.7,74.79,51.7,52.18,35.04
253,16.35,214000000.0,0.4138,13.15,0.0,138.1,84.73,251.7,1000.0,796.8,276.7,74.79,51.7,52.18,35.04
254,0.6184,116000000.0,0.2226,6.813,0.0,138.1,84.73,251.7,1000.0,796.8,276.7,74.79,51.7,52.18,35.04
255,10.52,422300000.0,0.4088,9.79,0.0,138.1,84.73,251.7,1000.0,796.8,276.7,74.79,51.7,52.18,35.04
256,38.97,398100000.0,0.118,16.07,0.0,138.1,84.73,251.7,1000.0,796.8,276.7,74.79,51.7,52.18,35.04
257,33.11,186300000.0,0.3003,-1.374,0.0,138.1,84.73,251.7,1000.0,796.8,276.7,74.79,51.7,52.18,35.04
258,28.7,280100000.0,0.4569,11.71,0.0,138.1,84.73,251.7,1000.0,796.8,276.7,74.79,51.7,52.18,35.04
259,5.502,81820000.0,0.153,1.075,0.0,138.1,84.73,251.7,1000.0,796.8,276.7,74.79,51.7,52.18,35.04
260,7.382,145300000.0,0.1999,19.4,0.0,139.1,113.4,490.8,1000.0,848.5,274.0,69.38,49.82,45.22,30.89
261,30.29,478900000.0,0.1247,0.3442,0.0,139.1,113.4,490.8,1000.0,848.5,274.0,69.38,49.82,45.22,30.89
262,21.67,74440000.0,0.3754,8.384,0.0,139.1,113.4,490.8,1000.0,848.5,274.0,69.38,49.82,45.22,30.89
263,10.14,278700000.0,0.2458,15.21,0.0,139.1,113.4,490.8,1000.0,848.5,274.0,69.38,49.82,45.22,30.89
264,26.49,333500000.0,0.4194,5.535,0.0,139.1,113.4,490.8,1000.0,848.5,274.0,69.38,49.82,45.22,30.89
265,36.65,24420000.0,0.4622,6.465,0.0,139.1,113.4,490.8,1000.0,848.5,274.0,69.38,49.82,45.22,30.89
266,19.96,179100000.0,0.06126,2.209,0.0,139.1,113.4,490.8,1000.0,848.5,274.0,69.38,49.82,45.22,30.89
267,12.94,362500000.0,0.2959,11.3,0.0,139.1,113.4,490.8,1000.0,848.5,274.0,69.38,49.82,45.22,30.89
268,2.684,205500000.0,0.1828,13.09,0.0,139.1,113.4,490.8,1000.0,848.5,274.0,69.38,49.82,45.22,30.89
269,34.17,414300000.0,0.3588,-2.752,0.0,139.1,113.4,490.8,1000.0,848.5,274.0,69.38,49.82,45.22,30.89
270,15.6,236600000.0,0.4919,6.893,0.0,179.5,110.4,513.6,1000.0,625.2,239.3,69.25,58.65,55.7,37.46
271,32.17,174300000.0,0.4245,-2.23,0.0,179.5,110.4,513.6,1000.0,625.2,239.3,69.25,58.65,55.7,37.46
272,22.6,412300000.0,0.2858,14.6,0.0,179.5,110.4,513.6,1000.0,625.2,239.3,69.25,58.65,55.7,37.46
273,5.282,11990000.0,0.3341,18.29,0.0,179.5,110.4,513.6,1000.0,625.2,239.3,69.25,58.65,55.7,37.46
274,11.02,99070000.0,0.09673,-1.142,0.0,179.5,110.4,513.6,1000.0,625.2,239.3,69.25,58.65,55.7,37.46
275,16.48,318500000.0,0.2551,15.94,0.0,179.5,110.4,513.6,1000.0,625.2,239.3,69.25,58.65,55.7,37.46
276,25.37,256700000.0,0.2167,2.465,0.0,179.5,110.4,513.6,1000.0,625.2,239.3,69.25,58.65,55.7,37.46
277,0.6987,463800000.0,0.3653,9.448,0.0,179.5,110.4,513.6,1000.0,625.2,239.3,69.25,58.65,55.7,37.46
278,37.36,380800000.0,0.0701,5.316,0.0,179.5,110.4,513.6,1000.0,625.2,239.3,69.25,58.65,55.7,37.46
279,29.58,139700000.0,0.1509,12.5,0.0,179.5,110.4,513.6,1000.0,625.2,239.3,69.25,58.65,55.7,37.46
280,27.89,415900000.0,0.0829,15.36,0.0,145.0,98.41,210.2,1000.0,645.2,240.6,75.12,52.96,51.96,33.0
281,32.75,41730000.0,0.2034,19.88,0.0,145.0,98.41,210.2,1000.0,645.2,240.6,75.12,52.96,51.96,33.0
282,38.3,146200000.0,0.3791,13.36,0.0,145.0,98.41,210.2,1000.0,645.2,240.6,75.12,52.96,51.96,33.0
283,29.44,90820000.0,0.09732,0.6527,0.0,145.0,98.41,210.2,1000.0,645.2,240.6,75.12,52.96,51.96,33.0
284,21.45,181200000.0,0.2905,8.714,0.0,145.0,98.41,210.2,1000.0,645.2,240.6,75.12,52.96,51.96,33.0
285,6.016,256600000.0,0.2405,-1.623,0.0,145.0,98.41,210.2,1000.0,645.2,240.6,75.12,52.96,51.96,33.0
286,20.0,390100000.0,0.4806,4.301,0.0,145.0,98.41,210.2,1000.0,645.2,240.6,75.12,52.96,51.96,33.0
287,9.561,307400000.0,0.1402,6.721,0.0,145.0,98.41,210.2,1000.0,645.2,240.6,75.12,52.96,51.96,33.0
288,15.56,211700000.0,0.4511,11.14,0.0,145.0,98.41,210.2,1000.0,645.2,240.6,75.12,52.96,51.96,33.0
289,3.135,486300000.0,0.3631,1.541,0.0,145.0,98.41,210.2,1000.0,645.2,240.6,75.12,52.96,51.96,33.0
290,11.22,50940000.0,0.3725,5.815,0.0,133.5,61.36,530.6,1000.0,682.7,227.9,77.39,48.96,56.99,36.28
291,4.653,210300000.0,0.304,10.77,0.0,133.5,61.36,530.6,1000.0,682.7,227.9,77.39,48.96,56.99,36.28
292,39.93,195200000.0,0.4168,5.224,0.0,133.5,61.36,530.6,1000.0,682.7,227.9,77.39,48.96,56.99,36.28
293,17.1,373700000.0,0.1421,15.8,0.0,133.5,61.36,530.6,1000.0,682.7,227.9,77.39,48.96,56.99,36.28
294,22.57,37980000.0,0.3357,13.72,0.0,133.5,61.36,530.6,1000.0,682.7,227.9,77.39,48.96,56.99,36.28
295,3.563,101400000.0,0.086,-1.908,0.0,133.5,61.36,530.6,1000.0,682.7,227.9,77.39,48.96,56.99,36.28
296,35.74,268800000.0,0.27,19.29,0.0,133.5,61.36,530.6,1000.0,682.7,227.9,77.39,48.96,56.99,36.28
297,15.34,308600000.0,0.2083,8.83,0.0,133.5,61.36,530.6,1000.0,682.7,227.9,77.39,48.96,56.99,36.28
298,26.08,473700000.0,0.1042,0.218,0.0,133.5,61.36,530.6,1000.0,682.7,227.9,77.39,48.96,56.99,36.28
299,31.28,445300000.0,0.4898,3.089,0.0,133.5,61.36,530.6,1000.0,682.7,227.9,77.39,48.96,56.99,36.28
300,11.07,127300000.0,0.4614,10.22,0.0,166.7,70.67,280.6,1000.0,582.7,193.9,76.78,41.14,57.29,35.43
301,22.48,381000000.0,0.3238,1.882,0.0,166.7,70.67,280.6,1000.0,582.7,193.9,76.78,41.14,57.29,35.43
302,24.34,96310000.0,0.1468,13.75,0.0,166.7,70.67,280.6,1000.0,582.7,193.9,76.78,41.14,57.29,35.43
303,5.185,175800000.0,0.0514,5.837,0.0,166.7,70.67,280.6,1000.0,582.7,193.9,76.78,41.14,57.29,35.43
304,14.05,269100000.0,0.2155,18.32,0.0,166.7,70.67,280.6,1000.0,582.7,193.9,76.78,41.14,57.29,35.43
305,38.46,479200000.0,0.4331,-2.674,0.0,166.7,70.67,280.6,1000.0,582.7,193.9,76.78,41.14,57.29,35.43
306,16.64,27910000.0,0.1164,16.17,0.0,166.7,70.67,280.6,1000.0,582.7,193.9,76.78,41.14,57.29,35.43
307,34.65,417500000.0,0.3011,4.428,0.0,166.7,70.67,280.6,1000.0,582.7,193.9,76.78,41.14,57.29,35.43
308,0.06249,338500000.0,0.2376,-0.118,0.0,166.7,70.67,280.6,1000.0,582.7,193.9,76.78,41.14,57.29,35.43
309,30.29,235300000.0,0.3975,11.06,0.0,166.7,70.67,280.6,1000.0,582.7,193.9,76.78,41.14,57.29,35.43
310,5.028,263200000.0,0.3549,8.494,0.0,136.6,104.9,678.8,1000.0,659.6,250.4,83.36,44.48,56.23,32.71
311,29.14,244900000.0,0.3772,-2.048,0.0,136.6,104.9,678.8,1000.0,659.6,250.4,83.36,44.48,56.23,32.71
312,36.6,51340000.0,0.4316,16.28,0.0,136.6,104.9,678.8,1000.0,659.6,250.4,83.36,44.48,56.23,32.71
313,26.05,480400000.0,0.4765,11.66,0.0,136.6,104.9,678.8,1000.0,659.6,250.4,83.36,44.48,56.23,32.71
314,16.5,40340000.0,0.2909,3.805,0.0,136.6,104.9,678.8,1000.0,659.6,250.4,83.36,44.48,56.23,32.71
315,8.062,433700000.0,0.2454,18.32,0.0,136.6,104.9,678.8,1000.0,659.6,250.4,83.36,44.48,56.23,32.71
316,21.06,391900000.0,0.1579,-0.5394,0.0,136.6,104.9,678.8,1000.0,659.6,250.4,83.36,44.48,56.23,32.71
317,13.98,300900000.0,0.1247,1.869,0.0,136.6,104.9,678.8,1000.0,659.6,250.4,83.36,44.48,56.23,32.71
318,32.05,125700000.0,0.1973,13.85,0.0,136.6,104.9,678.8,1000.0,659.6,250.4,83.36,44.48,56.23,32.71
319,3.911,175700000.0,0.08001,6.163,0.0,136.6,104.9,678.8,1000.0,659.6,250.4,83.36,44.48,56.23,32.71
320,11.91,294600000.0,0.2286,9.034,0.0,106.1,184.1,644.4,1000.0,795.9,222.7,89.34,48.46,59.03,25.44
321,28.75,371300000.0,0.09722,10.51,0.0,106.1,184.1,644.4,1000.0,795.9,222.7,89.34,48.46,59.03,25.44
322,23.97,198500000.0,0.4558,17.38,0.0,106.1,184.1,644.4,1000.0,795.9,222.7,89.34,48.46,59.03,25.44
323,37.57,89290000.0,0.3904,-3.648,0.0,106.1,184.1,644.4,1000.0,795.9,222.7,89.34,48.46,59.03,25.44
324,27.69,494400000.0,0.307,14.44,0.0,106.1,184.1,644.4,1000.0,795.9,222.7,89.34,48.46,59.03,25.44
325,13.62,231900000.0,0.2705,-0.3586,0.0,106.1,184.1,644.4,1000.0,795.9,222.7,89.34,48.46,59.03,25.44
326,32.76,139500000.0,0.324,1.075,0.0,106.1,184.1,644.4,1000.0,795.9,222.7,89.34,48.46,59.03,25.44
327,6.751,2928000.0,0.1597,3.723,0.0,106.1,184.1,644.4,1000.0,795.9,222.7,89.34,48.46,59.03,25.44
328,1.057,307600000.0,0.05763,7.238,0.0,106.1,184.1,644.4,1000.0,795.9,222.7,89.34,48.46,59.03,25.44
329,19.6,420900000.0,0.4502,18.32,0.0,106.1,184.1,644.4,1000.0,795.9,222.7,89.34,48.46,59.03,25.44
330,37.43,309800000.0,0.3901,16.64,0.0,125.4,124.6,695.7,1000.0,621.6,255.3,64.8,59.21,42.55,24.96
331,3.377,143500000.0,0.06528,6.072,0.0,125.4,124.6,695.7,1000.0,621.6,255.3,64.8,59.21,42.55,24.96
332,21.19,466100000.0,0.3273,8.24,0.0,125.4,124.6,695.7,1000.0,621.6,255.3,64.8,59.21,42.55,24.96
333,5.95,262300000.0,0.2258,13.08,0.0,125.4,124.6,695.7,1000.0,621.6,255.3,64.8,59.21,42.55,24.96
334,27.01,415500000.0,0.12,4.548,0.0,125.4,124.6,695.7,1000.0,621.6,255.3,64.8,59.21,42.55,24.96
335,17.44,89380000.0,0.1673,-2.345,0.0,125.4,124.6,695.7,1000.0,621.6,255.3,64.8,59.21,42.55,24.96
336,30.42,395600000.0,0.4896,1.227,0.0,125.4,124.6,695.7,1000.0,621.6,255.3,64.8,59.21,42.55,24.96
337,14.49,221900000.0,0.43,12.78,0.0,125.4,124.6,695.7,1000.0,621.6,255.3,64.8,59.21,42.55,24.96
338,34.84,199800000.0,0.2868,0.1801,0.0,125.4,124.6,695.7,1000.0,621.6,255.3,64.8,59.21,42.55,24.96
339,8.346,11290000.0,0.2734,19.39,0.0,125.4,124.6,695.7,1000.0,621.6,255.3,64.8,59.21,42.55,24.96
340,33.89,186800000.0,0.2317,19.68,0.0,185.7,108.8,625.5,1000.0,810.2,237.7,63.54,57.25,53.96,25.23
341,24.83,15100000.0,0.4731,11.82,0.0,185.7,108.8,625.5,1000.0,810.2,237.7,63.54,57.25,53.96,25.23
342,13.02,138700000.0,0.3881,1.252,0.0,185.7,108.8,625.5,1000.0,810.2,237.7,63.54,57.25,53.96,25.23
343,22.51,394600000.0,0.3343,5.543,0.0,185.7,108.8,625.5,1000.0,810.2,237.7,63.54,57.25,53.96,25.23
344,39.56,288200000.0,0.2299,8.325,0.0,185.7,108.8,625.5,1000.0,810.2,237.7,63.54,57.25,53.96,25.23
345,11.25,206800000.0,0.1515,6.602,0.0,185.7,108.8,625.5,1000.0,810.2,237.7,63.54,57.25,53.96,25.23
346,16.71,69190000.0,0.4297,-1.704,0.0,185.7,108.8,625.5,1000.0,810.2,237.7,63.54,57.25,53.96,25.23
347,4.712,492100000.0,0.3025,17.06,0.0,185.7,108.8,625.5,1000.0,810.2,237.7,63.54,57.25,53.96,25.23
348,30.03,442700000.0,0.1397,12.82,0.0,185.7,108.8,625.5,1000.0,810.2,237.7,63.54,57.25,53.96,25.23
349,0.7738,315800000.0,0.07838,-0.8596,0.0,185.7,108.8,625.5,1000.0,810.2,237.7,63.54,57.25,53.96,25.23
350,38.16,316900000.0,0.09417,7.147,0.0,159.8,187.7,637.8,1000.0,648.7,215.7,70.29,45.35,58.1,32.59
351,21.07,8656000.0,0.3433,11.07,0.0,159.8,187.7,637.8,1000.0,648.7,215.7,70.29,45.35,58.1,32.59
352,30.21,429700000.0,0.1912,15.53,0.0,159.8,187.7,637.8,1000.0,648.7,215.7,70.29,45.35,58.1,32.59
353,6.636,193800000.0,0.4472,-3.957,0.0,159.8,187.7,637.8,1000.0,648.7,215.7,70.29,45.35,58.1,32.59
354,3.483,100400000.0,0.4948,-0.8308,0.0,159.8,187.7,637.8,1000.0,648.7,215.7,70.29,45.35,58.1,32.59
355,16.81,356300000.0,0.1653,5.127,0.0,159.8,187.7,637.8,1000.0,648.7,215.7,70.29,45.35,58.1,32.59
356,13.78,250100000.0,0.3933,3.133,0.0,159.8,187.7,637.8,1000.0,648.7,215.7,70.29,45.35,58.1,32.59
357,9.561,476200000.0,0.2529,15.1,0.0,159.8,187.7,637.8,1000.0,648.7,215.7,70.29,45.35,58.1,32.59
358,33.87,125400000.0,0.1216,10.39,0.0,159.8,187.7,637.8,1000.0,648.7,215.7,70.29,45.35,58.1,32.59
359,25.41,282500000.0,0.3083,19.85,0.0,159.8,187.7,637.8,1000.0,648.7,215.7,70.29,45.35,58.1,32.59
360,19.77,282800000.0,0.1441,19.86,0.0,105.0,160.5,467.1,1000.0,583.0,252.2,60.22,47.69,59.34,38.69
361,35.1,496700000.0,0.2272,4.358,0.0,105.0,160.5,467.1,1000.0,583.0,252.2,60.22,47.69,59.34,38.69
362,1.166,109200000.0,0.05152,13.59,0.0,105.0,160.5,467.1,1000.0,583.0,252.2,60.22,47.69,59.34,38.69
363,11.88,301800000.0,0.4559,16.95,0.0,105.0,160.5,467.1,1000.0,583.0,252.2,60.22,47.69,59.34,38.69
364,29.49,218600000.0,0.1199,9.939,0.0,105.0,160.5,467.1,1000.0,583.0,252.2,60.22,47.69,59.34,38.69
365,25.5,199200000.0,0.3298,-2.661,0.0,105.0,160.5,467.1,1000.0,583.0,252.2,60.22,47.69,59.34,38.69
366,5.275,47990000.0,0.3831,6.115,0.0,105.0,160.5,467.1,1000.0,583.0,252.2,60.22,47.69,59.34,38.69
367,38.51,368500000.0,0.3094,10.82,0.0,105.0,160.5,467.1,1000.0,583.0,252.2,60.22,47.69,59.34,38.69
368,12.98,430000000.0,0.2561,0.4547,0.0,105.0,160.5,467.1,1000.0,583.0,252.2,60.22,47.69,59.34,38.69
369,21.82,87110000.0,0.4267,1.326,0.0,105.0,160.5,467.1,1000.0,583.0,252.2,60.22,47.69,59.34,38.69
370,39.42,331200000.0,0.1263,7.399,0.0,117.4,107.5,691.5,1000.0,675.4,279.2,85.01,57.97,46.92,36.76
371,0.8297,172100000.0,0.1609,12.27,0.0,117.4,107.5,691.5,1000.0,675.4,279.2,85.01,57.97,46.92,36.76
372,4.089,63220000.0,0.2124,15.38,0.0,117.4,107.5,691.5,1000.0,675.4,279.2,85.01,57.97,46.92,36.76
373,34.26,241900000.0,0.08759,1.461,0.0,117.4,107.5,691.5,1000.0,675.4,279.2,85.01,57.97,46.92,36.76
374,20.53,461000000.0,0.2439,19.68,0.0,117.4,107.5,691.5,1000.0,675.4,279.2,85.01,57.97,46.92,36.76
375,8.716,125400000.0,0.331,0.281,0.0,117.4,107.5,691.5,1000.0,675.4,279.2,85.01,57.97,46.92,36.76
376,19.56,295200000.0,0.2904,3.74,0.0,117.4,107.5,691.5,1000.0,675.4,279.2,85.01,57.97,46.92,36.76
377,25.23,11230000.0,0.4213,8.549,0.0,117.4,107.5,691.5,1000.0,675.4,279.2,85.01,57.97,46.92,36.76
378,13.29,364700000.0,0.3721,15.0,0.0,117.4,107.5,691.5,1000.0,675.4,279.2,85.01,57.97,46.92,36.76
379,29.82,420500000.0,0.4553,-3.164,0.0,117.4,107.5,691.5,1000.0,675.4,279.2,85.01,57.97,46.92,36.76
380,20.61,245400000.0,0.3012,9.965,0.0,134.2,173.1,592.9,1000.0,650.9,207.2,80.04,44.16,42.05,27.21
381,10.79,79290000.0,0.4228,11.5,0.0,134.2,173.1,592.9,1000.0,650.9,207.2,80.04,44.16,42.05,27.21
382,16.91,455300000.0,0.1306,15.86,0.0,134.2,173.1,592.9,1000.0,650.9,207.2,80.04,44.16,42.05,27.21
383,6.006,149700000.0,0.05591,18.58,0.0,134.2,173.1,592.9,1000.0,650.9,207.2,80.04,44.16,42.05,27.21
384,13.47,322500000.0,0.4886,1.211,0.0,134.2,173.1,592.9,1000.0,650.9,207.2,80.04,44.16,42.05,27.21
385,31.86,180100000.0,0.2536,7.811,0.0,134.2,173.1,592.9,1000.0,650.9,207.2,80.04,44.16,42.05,27.21
386,27.37,10720000.0,0.1895,5.306,0.0,134.2,173.1,592.9,1000.0,650.9,207.2,80.04,44.16,42.05,27.21
387,38.85,352800000.0,0.1652,0.1053,0.0,134.2,173.1,592.9,1000.0,650.9,207.2,80.04,44.16,42.05,27.21
388,35.14,402600000.0,0.3278,13.58,0.0,134.2,173.1,592.9,1000.0,650.9,207.2,80.04,44.16,42.05,27.21
389,0.334,261600000.0,0.3745,-2.888,0.0,134.2,173.1,592.9,1000.0,650.9,207.2,80.04,44.16,42.05,27.21
390,4.314,416800000.0,0.4497,5.02,0.0,111.9,195.9,587.4,1000.0,552.4,260.9,69.65,48.18,57.59,32.36
391,3.982,340800000.0,0.05194,18.81,0.0,111.9,195.9,587.4,1000.0,552.4,260.9,69.65,48.18,57.59,32.36
392,25.19,365700000.0,0.4986,13.03,0.0,111.9,195.9,587.4,1000.0,552.4,260.9,69.65,48.18,57.59,32.36
393,32.54,11100000.0,0.3787,-3.307,0.0,111.9,195.9,587.4,1000.0,552.4,260.9,69.65,48.18,57.59,32.36
394,29.12,190500000.0,0.2854,9.382,0.0,111.9,195.9,587.4,1000.0,552.4,260.9,69.65,48.18,57.59,32.36
395,17.17,464100000.0,0.3404,2.434,0.0,111.9,195.9,587.4,1000.0,552.4,260.9,69.65,48.18,57.59,32.36
396,38.16,132200000.0,0.2379,7.479,0.0,111.9,195.9,587.4,1000.0,552.4,260.9,69.65,48.18,57.59,32.36
397,23.04,227800000.0,0.197,11.88,0.0,111.9,195.9,587.4,1000.0,552.4,260.9,69.65,48.18,57.59,32.36
398,10.81,264400000.0,0.1737,16.96,0.0,111.9,195.9,587.4,1000.0,552.4,260.9,69.65,48.18,57.59,32.36
399,12.28,65180000.0,0.1027,-0.04596,0.0,111.9,195.9,587.4,1000.0,552.4,260.9,69.65,48.18,57.59,32.36
400,19.01,128100000.0,0.1814,-2.683,0.0,160.6,147.4,340.3,1000.0,800.4,230.0,88.58,56.42,50.29,24.19
401,37.47,300200000.0,0.07108,17.26,0.0,160.6,147.4,340.3,1000.0,800.4,230.0,88.58,56.42,50.29,24.19
402,1.817,327500000.0,0.4949,8.594,0.0,160.6,147.4,340.3,1000.0,800.4,230.0,88.58,56.42,50.29,24.19
403,22.24,210800000.0,0.2093,1.145,0.0,160.6,147.4,340.3,1000.0,800.4,230.0,88.58,56.42,50.29,24.19
404,32.69,49700000.0,0.1374,13.38,0.0,160.6,147.4,340.3,1000.0,800.4,230.0,88.58,56.42,50.29,24.19
405,15.12,438500000.0,0.4178,5.993,0.0,160.6,147.4,340.3,1000.0,800.4,230.0,88.58,56.42,50.29,24.19
406,11.04,154700000.0,0.3095,18.77,0.0,160.6,147.4,340.3,1000.0,800.4,230.0,88.58,56.42,50.29,24.19
407,4.38,356300000.0,0.389,0.2278,0.0,160.6,147.4,340.3,1000.0,800.4,230.0,88.58,56.42,50.29,24.19
408,31.87,97430000.0,0.2446,5.114,0.0,160.6,147.4,340.3,1000.0,800.4,230.0,88.58,56.42,50.29,24.19
409,26.77,499900000.0,0.3595,11.09,0.0,160.6,147.4,340.3,1000.0,800.4,230.0,88.58,56.42,50.29,24.19
410,36.64,358400000.0,0.2258,5.709,0.0,131.5,186.0,317.3,1000.0,845.9,254.2,71.21,47.92,40.71,33.38
411,34.66,328000000.0,0.3421,12.05,0.0,131.5,186.0,317.3,1000.0,845.9,254.2,71.21,47.92,40.71,33.38
412,26.14,24270000.0,0.3033,19.72,0.0,131.5,186.0,317.3,1000.0,845.9,254.2,71.21,47.92,40.71,33.38
413,4.138,60930000.0,0.3709,13.64,0.0,131.5,186.0,317.3,1000.0,845.9,254.2,71.21,47.92,40.71,33.38
414,29.52,472800000.0,0.1385,9.221,0.0,131.5,186.0,317.3,1000.0,845.9,254.2,71.21,47.92,40.71,33.38
415,22.05,122800000.0,0.4345,1.271,0.0,131.5,186.0,317.3,1000.0,845.9,254.2,71.21,47.92,40.71,33.38
416,0.8332,258800000.0,0.1783,-2.847,0.0,131.5,186.0,317.3,1000.0,845.9,254.2,71.21,47.92,40.71,33.38
417,8.78,402300000.0,0.06673,3.397,0.0,131.5,186.0,317.3,1000.0,845.9,254.2,71.21,47.92,40.71,33.38
418,19.07,228700000.0,0.2641,16.19,0.0,131.5,186.0,317.3,1000.0,845.9,254.2,71.21,47.92,40.71,33.38
419,14.65,172700000.0,0.4944,-1.076,0.0,131.5,186.0,317.3,1000.0,845.9,254.2,71.21,47.92,40.71,33.38
